Duration (in seconds),RecordedDate,ResponseId,App-Func,Product-Pers,Adv-Marketing,Analytics,Att-Enact,Att-Enact-Explain,Changes-Explain,State,Law-Awareness,Age,Gender,Gender_5_TEXT,Ethnicity,Race,Race_6_TEXT,Education,Education_4_TEXT,PROLIFIC_PID,STUDY_ID,SESSION_ID,Condition,Law,AppCategory,AppName
834,4/18/25 9:29,R_1j7NfuChVMjs7rP,"12,13,20,21,22,23","1,2,3,12,13,14,20,21,22","1,2,3,7,12,13,14,23","1,2,3,4,12,13,15,18,20,21,22,23",1,I think that stores often overstep how much information they take from people. I do not think there is a need for how my chop information is taken.,I think developers need to focus groups to get a pulse on what consumers feel comfortable about.,Virginia,"5,30,32,37,47",2,2,,2,"1,4",,1,,65cb5de55e8766ad6e98a853,67fecb3ede31a76593440504,68027a51e3814c9bd7f26dc8,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
590,4/18/25 9:29,R_57gudwHzI165jRe,"3,4,10,12,18,19,24","3,4,10,19,23,24","3,4,10,18,19,21,23","3,4,10,13,18,19,24,26",2,I am comfortable with providing the selection options. ,I honestly not sure. No specific changes come to mind at this point.,Michigan,22,5,1,,2,2,,5,,5e820a4e26ed71918013d860,67fecb3ede31a76593440504,68027b7135de33886613fb87,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
830,4/18/25 9:29,R_6Yfk04kjAlTl32c,"2,14,17,18,20,22","7,10,12,14","1,2,4,10,15,18,22","7,12,17,18,20,21,23",1,"Minimal information that companies might use, although I know it will not happen","a lot of changes, especially when users sign up in the process",north carolina,,4,2,,2,"1,3",,3,,5d20d449ebebd10001cb2740,67fecb3ede31a76593440504,68027a92dc510a90b24f2b95,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
898,4/18/25 9:29,R_5d4Q3FA2NeF0lST,"1,3,6,10,12,18,25","1,3,6,10,12,18","1,3,6,10,18,19","1,3,5,6,9,10,12,18",2,To help in any situation that might involve a client.,No changes,Virginia,"5,6,20,45,47",2,1,,2,2,,1,,67ef8c6bf0eff27d92180ffe,67fecb3ede31a76593440504,68027a4f8642f146ad69c9c8,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
793,4/18/25 9:29,R_7IuDt61MEa21zhc,"2,3,18","2,4,5,16","1,16,17,19,23","1,2,16",2,The data minimization regulation aims to protect user privacy by ensuring that companies collect only the data that is necessary for their stated purposes,better system,virginia,"5,46",2,2,,2,2,,1,,67e31ded6444217c29279afa,67fecb3ede31a76593440504,68027a8820185a7dd5be6e16,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
952,4/18/25 9:29,R_3uBrMrNiTtmNY7d,"1,3,4,6,15,18,19","1,3,4,6,15,20,21,23","3,15,16,23","1,2,3,4,6",2,because when its regulated or passed into law it will make them become disciplined .,"no changes , they should just follow the law implementation.",pennsylvania,"20,46",3,1,,1,1,,1,,66fd131b4ece3a7928716865,67fecb3ede31a76593440504,68027a13b09d89a101e3adad,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
1049,4/18/25 9:29,R_3AGdlOQzfcxDCY0,"1,2,3,4,6,9,10","1,13,20","1,3,4,6,7,20,21","1,20,22,23",1,I believe the data minimization regulations is essential to protect users privacy and ensure that companies handle personal data responsibly ,Limiting data sharing with third parties ,Florida,"6,7,23,26,46",4,1,,2,1,,2,,67d477f5ee48cd5a2badeeb0,67fecb3ede31a76593440504,680279c08558fabad09a74ba,California,to a purpose that consumers would reasonably expect.,finance,Venmo
850,4/18/25 9:29,R_31z9YVQUVfvALTL,"2,4,8,18,22,23","4,7,21,22,23","4,7,13,20,21,22,23","4,7,20,22,23",1,To keep companies from getting to much personal information about the users,Not really sure but it’s very annoying when you search for something and then you’re bombarded with advertisements about what you were searching.  So need more privacy laws,Wi,,5,2,,2,1,,3,,5c3cd3463b58fd0001e1f076,67fecb3ede31a76593440504,68027a905f6e7231f7a9c859,California,to a purpose that consumers would reasonably expect.,finance,Venmo
629,4/18/25 9:29,R_3NKgRpCFICQ3ecH,"1,2,16,17,18,20,22,23","15,20","12,13,14,21","1,15,16,17,18,20,22,23",1,There should be a balance of security and data collection for a positive user experience.,"Give users the option to select which types of data they are comfortable sharing for either marketing, functionality, or personalization purposes.",Arizona,,2,1,,1,6,Hispanic,3,,61489a7c8f9dfcc9f78b7c36,67fecb3ede31a76593440504,68027b710523e88f56174093,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
731,4/18/25 9:29,R_5kBTeJdHa5A9fEN,"1,2,3,4,20,23","1,2,3,4,12,13,21","1,2,4,13,20,21,23","1,2,3,4,13,14,19,20,23",1,i believe it is a way to protect customers and users of the app. Less information about the user mean more protection,no need to ask for personal and detailed information about the users,Minnesota,,4,2,,2,2,,1,,67d48d2462c72f8a426c892d,67fecb3ede31a76593440504,68027afb52a8831e41a2d20e,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
518,4/18/25 9:29,R_7rP1UUn3fTdMZPc,"3,4,5,6,8,10,12,13,20,23","20,21",21,"20,22,23",1,"It’s not necessary for companies to learn everything about the people who use their app.  The more information is shared, the more likely it is for identity theft to occur ",They shouldn’t collect unnecessary information. ,Missouri,,4,2,,2,1,,5,,6377f66842f176507f4679a2,67fecb3ede31a76593440504,68027bf2af15e600307e24a1,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
749,4/18/25 9:30,R_75Bdow9t1EnPDU4,"16,17,22,23","13,14,15,20,26","12,13,14,20,21","1,2,17,20,22,23",2,TO me its just creating a better user experience. Its not taking anything that is private and personal. ,Not sure to be honest. Nothing at the moment,Missouri,,3,1,,2,1,,1,,628f83dc5398c04bac86f9e6,67fecb3ede31a76593440504,68027a39c79b3bf86b47d527,California,to a purpose that consumers would reasonably expect.,game,Roblox
726,4/18/25 9:30,R_623kMkH6gKa0jNh,"1,2,12",,,"1,2,8,12,13,17,18,20,22,23",1,I do believe there should be restrictions for what information is acceptable to access by apps. ,There should be guidelines and checks as well as monitoring of their actions. ,FL,,3,2,,2,"1,2",,5,,678497bd5e068da4a55ca2e1,67fecb3ede31a76593440504,68027b2b1df507d0d1d89183,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
628,4/18/25 9:30,R_5WG77SpSa2y7CZp,"2,3,4,8,13,16,21,22","2,3,4,5,6,8,13,14,20,21","2,3,4,5,8,12,13,18,23","2,3,4,5,6,8,20,23",1,"I strongly agree that the data minimization regulation should be enacted. In a time when personal data is constantly being collected and sometimes misused, it’s important to have safeguards that ensure companies are only gathering what they truly need and for reasons that are clearly communicated to the consumer. This kind of regulation supports privacy, accountability, and helps build trust between consumers and businesses.","To follow data minimization rules, app developers will need to look closely at the data their apps collect and make sure they are only asking for what is truly needed to make the app work. Collecting extra data just in case won’t be allowed anymore.",California,"5,6,44,46",4,2,,2,2,,1,,67f241efa2759404677d6380,67fecb3ede31a76593440504,68027b65ce68730b6a1ada1f,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
703,4/18/25 9:30,R_3H5e9UPh68m70Jd,"1,2,4,7,13,19,21,22,23","1,7,13,20,21","1,7,13,21","2,7,15",1,People deserve their privacy. ,They need to stop recording all of our information and activity and only take what is needed. Not  take everything to sell to other parties for profit.,New Jersey,,2,1,,2,"1,2",,3,,6554f7a941230b673902f7aa,67fecb3ede31a76593440504,68027b5ce3025f94a7bca168,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
262,4/18/25 9:30,R_6EF6VJiGkoKx8BA,"13,20,22,23","2,13,20,21,23","1,13,20,23","2,13,20,21",1,Our data is being used in ways we dont want it to be,not digging into data that has nothing to do with the app,Nebraska,,3,1,,2,1,,5,,66ccb4b5272f83f89a284318,67fecb3ede31a76593440504,68027d160e991e7aa5a91b2f,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
357,4/18/25 9:30,R_73lLg7Sc5y2MlQY,"1,2,3,4,5,6,10,12,13","12,13,21","7,12,13,21","2,5,7,12",1,I think that only necessary data should be gathered that would help either enhance the user's experience while shopping and/or help the company be able to present pertinent information and products to the user.,I think they are going to have to strip down the amount of information that they gather. I believe at this point they are gathering way too much unnecessary information which is why so many people don't trust how their information is being used. A lot of what they gather is totally unnecessary to give user's a good shopping experience.,New York,5,5,2,,2,1,,5,,66d282830897b77f5b260208,67fecb3ede31a76593440504,68027cbbeefcba57c6b87a7c,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
409,4/18/25 9:30,R_1vKvtSAhxVnntjH,"1,20,21,22,23","1,3,17,20,21,22,23","1,12","22,23",1,There is already too much personal information retained by online service providers.,They will have to change their code that captures and retains end user data.,California,,6,1,,2,1,,1,,614e32cf6eacf837eb9d5c48,67fecb3ede31a76593440504,68027c89785254b41148310c,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
705,4/18/25 9:30,R_5R8WvKMjCcrCKO5,"1,2,3,6,9,10,12,14,18,25","1,2,3,5,6,9,13,14,15,19,25","4,10,11,12,13,18,26","17,18,19,20,21,22,23,25",1,For the sake of consumers privacy,consumers security,North Carolina,"6,8,9,10,13,30,32,33,35,36,43",1,2,,2,1,,1,,67e5969d6dc49d614db50593,67fecb3ede31a76593440504,68027b5d7ffc39cc5e6bcb11,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
697,4/18/25 9:30,R_6y1sS3K3YlEm9lE,"1,2,3,4,5,6,8,10","13,20","1,21","1,13,22,23",1,I think that in the name of personalization many apps go overboard in terms of the information that they collect sometimes without the user knowing. In Europe they protect their citizens from some of these things in America not so much so.,Well if they are operating in certain parts of Europe that care about Data Privacy they should have no problem. But on the other hand those in America will need to make alot of adjustments.,Oklahoma,,4,1,,2,2,,5,,67c1d7dfe0aaba274972150e,67fecb3ede31a76593440504,68027b700931755e9af1793c,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
430,4/18/25 9:31,R_7iCIrTzaXiZdKlX,"1,3,7,12","12,13","7,12","7,13,18",1,"I strongly agree with the data minimization regulation because it protects consumer privacy by limiting data collection to only what's necessary. This builds trust, reduces the risk of misuse, and promotes responsible handling of personal information.","To comply with the regulation, app developers may need to audit their data collection practices, limit app permissions to only what's necessary, revise data storage policies, and improve transparency. They should also update privacy policies to reflect these changes and ensure users understand how their data is used.",Virginia,5,5,2,,2,4,,2,,6719a331021a36b9509eb8b5,67fecb3ede31a76593440504,68027c91cd0a07b634f01be8,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
868,4/18/25 9:31,R_3PgA4rG579Ssu8r,"16,17,18,20,21,23","1,5,7,12,13,14,20,21","1,3,4,12,13,14,15,16,17,25","2,8,13,14,20,21,22,23,25",2,Companies shouldn't have access to too much information about their customers. Customers will start to feel like their information is being sold or shared. ,Mainly stop asking for location is really big one for me,fl,"5,10,30,32,46,47,48",1,2,,2,2,,6,,612dad84a1ef57bab46029de,67fecb3ede31a76593440504,68027adfbebdd287f8dba337,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
1033,4/18/25 9:31,R_5pD6GuBX1uzcoyB,"3,5,6,8,10,11,12,18,19,20,21,23","8,11,12,13,14,18,19,24","2,12,13,14,18,19","8,20,23",2,"I agree with the data minimization regulation. It protects privacy, builds user trust, and promotes responsible data use. By limiting data collection to what’s necessary and clearly disclosed, it reduces misuse and still allows core app features to work. It creates a fair balance between user rights and business needs.","App developers must limit data collection to only what’s needed for specific purposes. They’ll need to update privacy policies, reduce unnecessary tracking, adjust analytics tools, and ensure clear user consent. Any personal data not essential for app functionality or analytics will need to be removed, anonymized, or justified.",KY,"5,20,23",4,2,,2,1,,3,,67e2beaf03aeb02fef7bbd09,67fecb3ede31a76593440504,68027a3934b40d981ef016d0,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
349,4/18/25 9:31,R_5OJjRFPJP4gRetn,"1,2,7,18,20,22,23",21,"20,21","1,2,3,4,5,6,7,10,18,20,23",2,I think it is important that data should be minimized because there is so much information being collected on all of us and there needs to be some regulation in place to protect people,They will have to stop using cookies to track what other websites others have been to,Illinois,,3,1,,2,1,,3,,5b666901f7798c000182c01c,67fecb3ede31a76593440504,68027cd91f08f09e3341d47d,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
681,4/18/25 9:31,R_7MFj5DuktaPv4QX,"1,4","12,13","12,13,20","12,13,20,22,23",1,Privacy is very important,Stop getting personal information and tracking web searches,California,,5,2,,1,1,,1,,6653e566a1dd567008582c28,67fecb3ede31a76593440504,68027b9d2d6fc2c5d5f30967,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
958,4/18/25 9:31,R_6hFhhc4FOyS2tLk,"20,23","1,2,3,4,17,20,23","4,21","1,4",2,Most companies tend to collect more personal data than what is reasonably necessary and proportionate. Supporting data minimization regulation will help protect the consumer.,No changes,Georgia,"36,40,45,47",3,1,,2,2,,2,,67f0e1df1d5c0546fe98b48e,67fecb3ede31a76593440504,68027a4f8403d30306714979,Procedural,to a purpose they disclose to the consumer.,game,Roblox
430,4/18/25 9:31,R_1DVdk0je4DL1l60,"1,3,5,6,7,10,24","1,3,4,5,18","1,4,5,6,12,20","1,3,4,5,6,7,9,10,19,21",1,there are intentianal reasons for each advert,no,south carolina,40,3,2,,2,1,,2,,6781c959e88e8c471dad41cc,67fecb3ede31a76593440504,68027c78599face2dd5e1f89,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
462,4/18/25 9:31,R_6aySoDNTAB94z1h,"3,4,5,11,12,14,21,22,24","1,8,14,19,22,24,26","1,5,8,11,17,18,23,24,25","1,2,3,7,8,10,11,12,16,19,22,24,26,25",5,"The regulation aligns with ethical data practices, protecting user privacy while still allowing developers to improve apps. My previous response explicitly differentiated between necessary (e.g., crash logs) and excessive ","Audit Data Collection Practices, Implement Anonymization, Revise Privacy Policies, User Controls, Technical Adjustments",new York,"5,6,7,46",2,3,,,1,,2,,67d34a0adaf54e3354cf2b1c,67fecb3ede31a76593440504,68027c90c837495d31a22251,California,to a purpose that consumers would reasonably expect.,game,Roblox
565,4/18/25 9:31,R_5X7mOQSwfkdfT0t,"17,20,21,22,23","1,3,7,12,13,17,20,23","7,21","17,18,20,21,22,23",2,"I believe data collection should be more regulated, but any regulation needs specific and precise language in order to hold the app developers accountable.","If more specific regulations are put into place, app developers will most likely have to limit the data they sell to third parties.",Massachusetts,5,2,2,,2,1,,3,,668512ccce74ea87cbdd72de,67fecb3ede31a76593440504,68027c2fdf15e12eed7142ae,California,to a purpose that consumers would reasonably expect.,game,Roblox
712,4/18/25 9:31,R_5kc6pq94pjJJ6ms,"20,21,23","2,16,17,20","2,18,20,21,23","16,20,21,23",2,I believe that is the best thing to do.,Yes if anything changes they will have to comply with the regulation ,Texas,"37,39,42,43,44",5,1,,2,1,,1,,67b63c6b276d7a85c4a28ac7,67fecb3ede31a76593440504,68027b98ddf7e24abec8ae4d,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
902,4/18/25 9:32,R_7IGgyjqpmT9Wh5Y,"1,3,4,6","12,19,23","4,12,15,19,21","10,12,13,14,23",2,"Data minimization is a crucial principle in data protection.  It ensures that only necessary personal data is collected, processed, and stored, reducing the risk of data breaches and misuse.  This aligns with ethical data handling and respects user privacy.  Companies should only collect data that is directly relevant to their stated purpose and proportionate to that purpose.  Excessive data collection is unnecessary and potentially harmful.
"," 1; Data Inventory: Conduct a thorough review of all data collected by the app, identifying what is essential and what is not.
2.  Purpose Limitation: Clearly define the purpose for collecting each data point and ensure it is directly related to the app's functionality.
3.  Data Minimization Implementation: Remove unnecessary data collection points from the app's design and functionality.  This might involve removing optional features that require excessive data collection.
4.  Transparency and User Control: Provide users with clear and concise information about what data is collected, why it is collected, and how it is used.  Give users granular control over their data, allowing them to choose what data is shared and to delete their data at any time.
",Virginia,"6,7,20,44,46",5,1,,2,1,,1,,67d09aaed0603b8986ebef0c,67fecb3ede31a76593440504,68027a82629922ea4f6b360c,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
543,4/18/25 9:32,R_1kjkyaQpJAaug3o,"1,2,3,4,6,18,19,22","1,2,3,4,6,7,18,19,22,23","1,2,3,4,6,7,10,18,19,21,22","1,2,3,4,6,7,10,18,19,20,22,23",1,Companies do not need to know everything about a person,stop taking SO MUCH IMFORMATION,south Carolina,,5,1,,2,2,,3,,668c12546ad7e715b79432bd,67fecb3ede31a76593440504,68027c640c566e665da32aac,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
903,4/18/25 9:32,R_5P4QF6XhN6ugCeG,"1,2,4,8,10,11,12,13,18,20,21,23","2,9,10,12,13,18,21,23","2,18,20,21,23","3,4,9,10,12,18,20,21,23",2,i believe the data minimization regulation described above should be enacted to enable customer safety and trust.,the app developers have to review the app and make changes on too personal quetions,New York,,3,2,,2,1,,4,masters degree,67da73fbdcd403168e1cde51,67fecb3ede31a76593440504,68027ad348cae7b50fa188c1,Procedural,to a purpose they disclose to the consumer.,shopping,Walmart
828,4/18/25 9:32,R_3Md9jrGPl7Jbqo1,"2,7,20,22,23","20,21,23","7,12,14,17,20,21","7,20,21,22,23",1,All citizens have a right to have their personal data protected.,I think everything should be fully disclosed in plain language.,Texas,5,4,1,,1,1,,6,,65de86c4043910f19026eff9,67fecb3ede31a76593440504,68027b4bed09fbef44fe0985,California,to a purpose that consumers would reasonably expect.,finance,Venmo
1005,4/18/25 9:32,R_7H9fIT7AeYgCzOp,"1,2,17,20,25","7,10,12,16,17,18,22","1,3,8,11,18,21","8,14,15,16,18,23",2,Because sometimes they collect information that are not necessary,Limit number of personal information asked,Virginia,"5,17,20,23,26,45",3,2,,2,1,,1,,67ebf328b4a05599caf7ba24,67fecb3ede31a76593440504,68027aa5f778c0d804d567c7,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
408,4/18/25 9:32,R_1XafkuLnVIaKf03,"1,2,10,12,13,18","3,6,10",,"3,4,6,10,11,12,13,18,19,23",2,businesses should minimize the amount of data needed to collect because sometimes they collect data that isn't necessary to be in the consumers best intrestes and it may raise privacy concerns,less location and demographic related data collection i hope because often times most apps shouldn't relistically need your location at least not precise location,connecticut,,1,1,,2,"1,2,3",,5,,65958c11eace7483b2a729eb,67fecb3ede31a76593440504,68027d025eb32038f117cbf3,California,to a purpose that consumers would reasonably expect.,finance,Venmo
531,4/18/25 9:32,R_6gpVvnF8iBUS6Ep,"2,15,18","2,15,17,18","2,15,17,18","2,15,17,18",1,I believe personal data should only be used under the consent of the particular person or holder.,This would increase the finances used in maintaining data integrity.,California,5,5,1,,2,1,,1,,6781a42f17ed143a5e6b3665,67fecb3ede31a76593440504,68027c846290e99d18d6e1ca,Substantive,to provide or maintain a specific product or service requested by the consumer.,photo and video,YouTube
1220,4/18/25 9:32,R_3vOZKZBfqqIyzaF,"2,7,12,13,14,18,20,22,23","5,7,8,10,11,12,13,14,16,17,20,24,26","7,12,13,14,20,21,23","1,2,3,4,7,10,12,13,14,20,21",1,"I think it should be enacted because I think that users have a right to some privacy when using any app or utilizing the internet. Very similar to having privacy when being in one's home, I think we all should be able to choose how private we can be on electronic devices and when using the software on these devices.",I think they should provide users the ability to tailor or be able to choose how much data to share.,Illinois,"21,47",4,1,,1,"1,3,6",Latino,2,,653581671571d347299832d7,67fecb3ede31a76593440504,680279d9d3b77e53a6e8ab83,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
344,4/18/25 9:32,R_3LA8QI0Newc1Kxo,"1,10,17,18,22,23","10,12,17,23","12,17,21,22,23","1,10,17,20,22,23",1,I cannot stand the amount of data apps and webpages collect. Especially considering that it has nothing to do with the function of the apps or websites and is purely information they intend to sell to others for money. It is fucking bullshit,"Hopefully a complete overall of their operating system. This has been going on for too long and I can only pray this happens across the board for apps, websites and the internet as a whole.",California,5,3,3,,1,6,Mexican,1,,6720378a683a5d8a933493fb,67fecb3ede31a76593440504,68027d305514bbfeb5c820d0,California,to a purpose that consumers would reasonably expect.,game,Roblox
317,4/18/25 9:32,R_5dojYfM9EJOOOrL,"2,18,20,22,23","2,13,14,20,21","2,8,12,13,14,21","2,18,20,22,23",2,Feels like the amount of data companies collect is too large and there needs to be limitations to how much and how often that data is collected. ,Changing a blanket data gathering setup to a more focused one. ,California,"5,7,8,19,20,21,32,45,46,47",3,1,,1,6,Mexican American,1,,67169dec3bb81e6f0044778f,67fecb3ede31a76593440504,68027d6e83fe6758a2c4867f,Substantive,to provide or maintain a specific product or service requested by the consumer.,shopping,Walmart
787,4/18/25 9:33,R_38B2tOhgDNYlwgY,"1,2,3,4,5,6,7,8,13,14,15,18,19,20,22,23,25","1,2,3,4,5,6,7,8,13,14,15,18,19,20,21,23","1,2,5,6,8,13,14,15,18,19,20,21,22,23,25","1,2,3,4,6,7,8,13,14,15,16,18,19,21,22,23,25",2,To prevent violation of data protection act where users data should be kept secret and not accessed by third parties for malicious intentions.,They should ensure there is encryption of data between app developers and end users.,New York,"5,20,32,47",2,1,,2,1,,1,,67e830ca30341c682400cbff,67fecb3ede31a76593440504,68027b9930afae2d04c255b6,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
306,4/18/25 9:33,R_6e4RK2iJ6GKdLxw,"5,6,7,8,10,12","4,5,6,7,8,10,12","4,6,20,25","20,22,23",2,There should be privacy and to prevent unnecessary marketing.,No collection of unnecessary data ,NJ,,5,2,,2,4,,2,,659daa1ed4e13d6428103c1f,67fecb3ede31a76593440504,68027d7d918a533b75fe08f2,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
256,4/18/25 9:33,R_6ZA9XMudTHrqYIV,"12,18","18,20,21,23","4,12,18","1,4,12",2,Apps in general should not be able to collect whatever they want. ,"Not sure, but I would expect it is not a lot of technical changes. ",CA,5,1,1,,2,"1,4",,2,,6110cb9fd3ba23cecacc8fc4,67fecb3ede31a76593440504,68027c684ac87e497e656101,Substantive,to provide or maintain a specific product or service requested by the consumer.,food and drink,DoorDash
498,4/18/25 9:33,R_1YqAa2FeY0wDKBr,"20,22,23","7,12,13,14,21","7,12,13,14,21","2,7,20,22,23",2,"I believe some data collection is necessary for performance, but I believe it should be limited to protect the consumer.",na,Tennessee,42,4,2,,2,1,,5,,67e5447d21c4278e6ee80d0d,67fecb3ede31a76593440504,68027ce493412967f20ec69e,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
251,4/18/25 9:33,R_3TPwGuvU23At5x7,"1,13,20","1,13,20,23","1,21","1,13,18,20,21",3,"I would like that assurance but I do NOT like government getting involved in anything, I dislike and distrust government more than tech companies which I also distrust but sort of like.",Database relationship changes and functionality modifications to the core code,Tennessee,,4,1,,2,1,,5,,67c111bb12926008b56bc878,67fecb3ede31a76593440504,68027de500d8d1c2e470d692,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
215,4/18/25 9:33,R_3dzQq26p4Guqkce,"1,2,7,10,12,14","1,7,10,12,13,19,24",,"1,2,3,4,22,23",2,Data leakage causes privacy violations.,Coarsen captured data,NY,,5,1,,2,1,,2,,583ec287ad2f4300014b355a,67fecb3ede31a76593440504,68027e0bb0dd9238f59fa4a8,Procedural,to a purpose they disclose to the consumer.,finance,Venmo
1160,4/18/25 9:33,R_5Lp7FifUad3R0Mr,"1,22","1,12,13,17,20,21","1,7,12,13,20,21","1,13,20,22,23",1,this is to protect data privacy,They should limit how long they store data,Louisiana,"5,6,7,46",1,1,,2,2,,5,,67e72c6af224e6f2c2da81e0,67fecb3ede31a76593440504,68027a52e06e2d3e30783e29,Substantive,to provide or maintain a specific product or service requested by the consumer.,game,Roblox
759,4/18/25 9:34,R_10XQHPjqgYhTRol,"2,19,20,21,25","1,2,7,17,18,19,20,23","2,4,7,17,18,21,23","1,3,17,20,22,23",2,I agree with this regulation because it protects consumer privacy by ensuring that companies only collect information that is necessary for the service they provide. ,"App developers may need to review their data collection practices and update their systems to only request and store essential information. This might involve redesigning onboarding processes, reducing the use of third-party trackers, or giving users clearer choices about what data they share. Developers will also likely need to make privacy policies more transparent and ensure that any data collected aligns with user expectations.",CA,"5,7,20,21,32,33,48",4,2,,2,1,,2,,67e888b194538a4d251d2a9f,67fecb3ede31a76593440504,68027bf81d7f4f2f2164e328,California,to a purpose that consumers would reasonably expect.,game,Roblox
137,4/18/25 9:34,R_1ZOze6dxFP6AC1r,"3,5,18,19","3,4","3,5,6,7,18,19","7,18,19",1,we should always protect personal data,none,VA,,3,1,,2,1,,1,,60fd6618f9a377f54dcdf318,67fecb3ede31a76593440504,68027e6c0d29a6308635474d,California,to a purpose that consumers would reasonably expect.,food and drink,DoorDash
546,4/18/25 9:34,R_6lrw38u2Kwsnjp7,"1,2,3,4,6,13,18,20,21,22,23","2,3,12,13,20,21","12,13,20,21","2,20,21,22,23",1,I think that companies have too much assess to our data that they don't even need. They are collecting this data to sell when it isn't necessary. I think this makes users unsafe especially when there is a website breach.,I think that they will have to be more transparent in sharing what data they are collecting and how it is being used. Also give users the power to see what is being collected.,Texas,,2,2,,2,2,,2,,5ea1ee658a9acd0eff894ae2,67fecb3ede31a76593440504,68027cd9f4b31c016cec7858,California,to a purpose that consumers would reasonably expect.,photo and video,YouTube
308,4/18/25 9:34,R_5SB3D1TsE2EeuS1,"1,4","1,12,13","1,12",,2,i believe companies collect too much data that can find its way into the wrong hands,limit the data collected to what is absolutely necessary,florida,,3,2,,1,1,,6,,63bd81516745e78ee7f50f7f,67fecb3ede31a76593440504,68027ded2d3185b62e13a16d,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
879,4/18/25 9:34,R_3Jq983Rhi62MOZz,"1,3,4,6,10,11,12,13,14,17,18,21,22,23","9,10,11,12,18,20,23","3,4,6,9,10,11,12,13,14,18,19,21,22,23","1,4,6,9,12,13,19,20,21,23,25",1,it makes sense to me because not all of my data should be shown.,I think it is okay as it is.,Virginia,"5,6,7,9,14,15,26,37,42,43,44,46",5,2,,2,1,,1,,647660ef7bc13de7eaf0c76e,67fecb3ede31a76593440504,68027b71e7f9bbe3109bd89d,California,to a purpose that consumers would reasonably expect.,shopping,Walmart
150,4/18/25 9:35,R_6fBlED3lmgRjnNw,"12,13,18,20,21,22,23","12,13,14,20,21","13,20,21,23","1,12,13,18,20,21,22,23",1,I don't see a valid reason why companies should have data like my phone number or demographics. I do understand them wanting my purchase history and app data though. I just don't think anything more than that is necessary.,internal software changes to anonymize the data?,illinois,,1,2,,2,1,,2,,674b46b00690584bddd6e33b,67fecb3ede31a76593440504,68027ea2767285796ed81e35,Procedural,to a purpose they disclose to the consumer.,food and drink,DoorDash
999,4/18/25 9:35,R_5L3zFzLdO38RWKd,"1,2,3,4,5,6,8,9,15","13,14,18,20,21,24,26","12,13,14,18,20,21,23","18,20,22,23",1,"PII data is very critical and companies need to be limited on what they are able to access from their users. Therefore, the data minimization regulation should be enacted.",Limit themselves to what data they require or seek the consent of the user in order to access their data and specify what the data is going to be used for.,Florida,"5,6,7,14,42",1,2,,2,1,,2,,67d58c9e0d4c550c25f03404,67fecb3ede31a76593440504,68027b47cc091f3764fe55a5,Substantive,to provide or maintain a specific product or service requested by the consumer.,finance,Venmo
434,4/18/25 9:35,R_5QnMvuFU0DOZ2pN,"1,2,3,4,7,13,15,16,17,18,20,22,23","1,2,3,4,7,13,15,18,20,21,22,23","1,2,3,4,13,18,23","1,2,3,4,7,13,15,18,22,23",3,"I agree with being protected and their being a limit to what they can do, however, I believe it should be between the user and the company, not just from the government. I'd like to know a little more before I say I strongly agree to regulation.","They will more than likely have to change their legal verbage, and possibly getting more specific consent from consumers.",California,5,4,2,,2,1,,5,,6643a8837540ee80f2d5be45,67fecb3ede31a76593440504,68027d86cd937dca305157c9,Procedural,to a purpose they disclose to the consumer.,photo and video,YouTube
